,Date_Time,Water_Level
92,2020-01-24 23:30:00,0.7
93,2020-01-25 05:33:00,1.2787452806143915
94,2020-01-25 11:52:00,0.3
95,2020-01-25 18:28:00,1.6
96,2020-01-26 00:07:00,0.6
97,2020-01-26 06:07:00,1.6
98,2020-01-26 12:25:00,0.3
99,2020-01-26 19:01:00,1.6
100,2020-01-27 00:43:00,0.6
101,2020-01-27 06:40:00,1.2920347483347558
102,2020-01-27 12:58:00,0.3
103,2020-01-27 19:33:00,1.2559942054955946
104,2020-01-28 01:19:00,0.7944701201791006
105,2020-01-28 07:13:00,1.5
106,2020-01-28 13:30:00,0.4
107,2020-01-28 20:05:00,1.1236514428160544
108,2020-01-29 01:55:00,0.7833028545665777
109,2020-01-29 07:47:00,1.2197703521086234
110,2020-01-29 14:03:00,0.4
111,2020-01-29 20:37:00,1.1124841772035317
112,2020-01-30 02:34:00,0.7
113,2020-01-30 08:23:00,1.1099975098649844
114,2020-01-30 14:36:00,0.5
115,2020-01-30 21:12:00,1.5
116,2020-01-31 03:16:00,1.0867663127413705
117,2020-01-31 09:04:00,1.3
118,2020-01-31 15:12:00,0.6
119,2020-01-31 21:49:00,1.5
120,2020-02-01 04:05:00,0.7
121,2020-02-01 09:53:00,1.2
122,2020-02-01 15:53:00,0.7
123,2020-02-01 22:34:00,1.4
124,2020-02-02 05:06:00,1.3023519604499665
125,2020-02-02 10:56:00,1.2
126,2020-02-02 16:46:00,0.7
127,2020-02-02 23:30:00,1.4
128,2020-02-03 06:19:00,0.7
129,2020-02-03 12:19:00,1.2
130,2020-02-03 17:59:00,1.3314611445981632
131,2020-02-04 00:35:00,1.4
132,2020-02-04 07:33:00,0.7
133,2020-02-04 13:46:00,1.2
134,2020-02-04 19:22:00,0.8
135,2020-02-05 01:43:00,1.4
136,2020-02-05 08:36:00,0.6
137,2020-02-05 14:57:00,1.3
138,2020-02-05 20:34:00,1.14561081102215
139,2020-02-06 02:46:00,1.5
140,2020-02-06 09:27:00,0.893312160643827
141,2020-02-06 15:52:00,1.4
142,2020-02-06 21:34:00,0.7
143,2020-02-07 03:40:00,1.0994885688511076
144,2020-02-07 10:13:00,0.4
145,2020-02-07 16:39:00,1.5
146,2020-02-07 22:26:00,0.898361666802878
147,2020-02-08 04:30:00,1.2201959379165683
148,2020-02-08 10:56:00,0.3
149,2020-02-08 17:23:00,1.6
150,2020-02-08 23:13:00,0.5
151,2020-02-09 05:17:00,1.7
152,2020-02-09 11:38:00,0.7095846447002663
153,2020-02-09 18:06:00,1.327210811897775
154,2020-02-09 23:59:00,0.7882731995016257
155,2020-02-10 06:03:00,1.325161382153374
156,2020-02-10 12:19:00,0.2
157,2020-02-10 18:48:00,1.3242025617155946
158,2020-02-11 00:44:00,0.4
159,2020-02-11 06:48:00,1.7
160,2020-02-11 13:00:00,0.2
161,2020-02-11 19:32:00,1.8
162,2020-02-12 01:30:00,0.8164294883851959
163,2020-02-12 07:34:00,1.6
164,2020-02-12 13:42:00,0.7743766985653564
165,2020-02-12 20:15:00,1.7
166,2020-02-13 02:17:00,0.5
167,2020-02-13 08:22:00,1.1431241436836026
168,2020-02-13 14:25:00,0.3
169,2020-02-13 21:01:00,1.7
170,2020-02-14 03:08:00,1.0994885688511076
171,2020-02-14 09:13:00,1.5
172,2020-02-14 15:12:00,1.1651093014100382
173,2020-02-14 21:50:00,0.9799012668334908
174,2020-02-15 04:04:00,1.2201959379165683
175,2020-02-15 10:12:00,1.3
176,2020-02-15 16:04:00,0.6
177,2020-02-15 22:46:00,1.5
178,2020-02-16 05:12:00,0.6
179,2020-02-16 11:26:00,0.7095846447002663
180,2020-02-16 17:09:00,0.7
181,2020-02-16 23:52:00,1.4
182,2020-02-17 06:34:00,0.6
183,2020-02-17 12:57:00,1.2
184,2020-02-17 18:33:00,0.8
185,2020-02-18 01:07:00,1.4
186,2020-02-18 07:56:00,0.6
187,2020-02-18 14:27:00,1.2
188,2020-02-18 20:03:00,0.8
189,2020-02-19 02:20:00,1.4
190,2020-02-19 09:00:00,0.6
191,2020-02-19 15:34:00,1.1459428398921023
192,2020-02-19 21:13:00,0.8
193,2020-02-20 03:19:00,1.4
194,2020-02-20 09:48:00,0.5
195,2020-02-20 16:23:00,1.4
196,2020-02-20 22:04:00,0.8858735915004889
197,2020-02-21 04:07:00,1.4
198,2020-02-21 10:27:00,0.8540262049853219
199,2020-02-21 17:02:00,1.5
200,2020-02-21 22:44:00,0.7
201,2020-02-22 04:46:00,1.5
202,2020-02-22 11:01:00,0.4
203,2020-02-22 17:35:00,1.5
204,2020-02-22 23:19:00,0.6
205,2020-02-23 05:20:00,1.5
206,2020-02-23 11:33:00,0.3
207,2020-02-23 18:05:00,1.327210811897775
208,2020-02-23 23:52:00,0.7882731995016257
209,2020-02-24 05:52:00,1.5
210,2020-02-24 12:03:00,0.3
211,2020-02-24 18:33:00,1.6
212,2020-02-25 00:23:00,0.5
213,2020-02-25 06:23:00,1.5
214,2020-02-25 12:33:00,0.3
215,2020-02-25 19:00:00,1.6
216,2020-02-26 00:54:00,0.5
217,2020-02-26 06:54:00,1.3376815920603458
218,2020-02-26 13:02:00,0.4
219,2020-02-26 19:27:00,1.6
220,2020-02-27 01:26:00,0.5
221,2020-02-27 07:25:00,1.5
222,2020-02-27 13:31:00,0.4
223,2020-02-27 19:54:00,1.6
224,2020-02-28 01:59:00,0.5
225,2020-02-28 07:57:00,1.2720634474451775
226,2020-02-28 14:01:00,0.5
227,2020-02-28 20:23:00,1.5
228,2020-02-29 02:34:00,0.9954972809981525
229,2020-02-29 08:33:00,1.4
230,2020-02-29 14:32:00,0.5
231,2020-02-29 20:56:00,1.5
232,2020-03-01 03:14:00,0.9759121015576551
233,2020-03-01 09:16:00,1.3
234,2020-03-01 15:09:00,1.0415328341165857
235,2020-03-01 21:37:00,1.4
236,2020-03-02 04:05:00,0.6
237,2020-03-02 10:12:00,1.2
238,2020-03-02 15:57:00,0.7
239,2020-03-02 22:30:00,1.4
240,2020-03-03 05:13:00,0.7
241,2020-03-03 11:30:00,1.2
242,2020-03-03 17:10:00,1.2739209712352324
243,2020-03-03 23:42:00,1.3
244,2020-03-04 06:39:00,0.6
245,2020-03-04 13:07:00,1.2
246,2020-03-04 18:50:00,0.8
247,2020-03-05 01:07:00,0.7418802257183172
248,2020-03-05 07:58:00,0.6
249,2020-03-05 14:28:00,1.3
250,2020-03-05 20:18:00,0.7
251,2020-03-06 02:23:00,1.4
252,2020-03-06 08:59:00,0.5
253,2020-03-06 15:28:00,1.4
254,2020-03-06 21:22:00,0.6
255,2020-03-07 03:25:00,0.9991024527089983
256,2020-03-07 09:50:00,0.3
257,2020-03-07 16:17:00,1.5
258,2020-03-07 22:14:00,0.5
259,2020-03-08 04:18:00,1.6
260,2020-03-08 10:35:00,0.2
261,2020-03-08 17:01:00,1.2532417458979181
262,2020-03-08 23:00:00,0.4
263,2020-03-09 05:05:00,1.7
264,2020-03-09 11:17:00,0.2
265,2020-03-09 17:43:00,1.8
266,2020-03-09 23:45:00,0.7040373004370198
267,2020-03-10 05:51:00,1.7
268,2020-03-10 11:59:00,0.1
269,2020-03-10 18:25:00,1.8
270,2020-03-11 00:27:00,0.6945786564025986
271,2020-03-11 06:35:00,1.2564539431779203
272,2020-03-11 12:40:00,0.6679854262320157
273,2020-03-11 19:06:00,1.8
274,2020-03-12 01:10:00,0.7418802257183172
275,2020-03-12 07:20:00,1.6
276,2020-03-12 13:21:00,0.2
277,2020-03-12 19:47:00,1.7
278,2020-03-13 01:54:00,0.7543683010207063
279,2020-03-13 08:06:00,1.6
280,2020-03-13 14:03:00,0.3
281,2020-03-13 20:30:00,1.7
282,2020-03-14 02:40:00,0.4
283,2020-03-14 08:56:00,1.5
284,2020-03-14 14:47:00,0.5
285,2020-03-14 21:15:00,0.8795151506913816
286,2020-03-15 03:31:00,0.5
287,2020-03-15 09:52:00,0.7958941658210635
288,2020-03-15 15:37:00,0.6
289,2020-03-15 22:07:00,0.7884555966777255
290,2020-03-16 04:33:00,0.6
291,2020-03-16 11:04:00,1.2
292,2020-03-16 16:42:00,1.225054018744046
293,2020-03-16 23:13:00,0.7040373004370198
294,2020-03-17 05:52:00,1.2418035369048555
295,2020-03-17 12:39:00,1.2
296,2020-03-17 18:19:00,0.8
297,2020-03-18 00:38:00,1.2
298,2020-03-18 07:23:00,0.6
299,2020-03-18 14:12:00,0.815710634640314
300,2020-03-18 20:02:00,1.0643831621397244
301,2020-03-19 02:02:00,1.2
302,2020-03-19 08:34:00,0.6
303,2020-03-19 15:17:00,1.3
304,2020-03-19 21:10:00,0.8
305,2020-03-20 03:06:00,1.3
306,2020-03-20 09:24:00,0.5
307,2020-03-20 16:01:00,1.2567406901689533
308,2020-03-20 21:55:00,0.7
309,2020-03-21 03:52:00,1.3
310,2020-03-21 10:03:00,0.5
311,2020-03-21 16:36:00,1.5
312,2020-03-21 22:30:00,0.7979755506607688
313,2020-03-22 04:30:00,1.4
314,2020-03-22 10:36:00,0.4
315,2020-03-22 17:05:00,1.5
316,2020-03-22 23:00:00,0.7070455506192002
317,2020-03-23 05:03:00,1.4
318,2020-03-23 11:06:00,0.6253487456356606
319,2020-03-23 17:32:00,1.5
320,2020-03-23 23:30:00,0.7040373004370198
321,2020-03-24 05:33:00,1.2418035369048555
322,2020-03-24 11:35:00,0.3
323,2020-03-24 17:58:00,1.6
324,2020-03-24 23:59:00,0.7277247759565144
325,2020-03-25 06:03:00,1.5
326,2020-03-25 12:04:00,0.4
327,2020-03-25 18:23:00,1.6
328,2020-03-26 00:28:00,0.4
329,2020-03-26 06:33:00,1.263132329393467
330,2020-03-26 12:32:00,0.4
331,2020-03-26 18:48:00,1.2621735089556876
332,2020-03-27 00:58:00,0.4
333,2020-03-27 07:03:00,1.5
334,2020-03-27 13:00:00,0.4
335,2020-03-27 19:14:00,1.6
336,2020-03-28 01:28:00,0.7352098337610224
337,2020-03-28 07:36:00,1.4
338,2020-03-28 13:30:00,0.5
339,2020-03-28 19:43:00,1.2204213945970113
340,2020-03-29 02:02:00,0.4
341,2020-03-29 08:11:00,1.045706148860839
342,2020-03-29 14:02:00,0.5
343,2020-03-29 20:16:00,1.0548712024149332
344,2020-03-30 02:39:00,0.5
345,2020-03-30 08:54:00,1.0426978986786588
346,2020-03-30 14:40:00,0.6
347,2020-03-30 20:56:00,1.4
348,2020-03-31 03:26:00,0.5
349,2020-03-31 09:49:00,1.2
350,2020-03-31 15:32:00,1.096286834331081
351,2020-03-31 21:50:00,1.3
352,2020-04-01 04:29:00,0.6
353,2020-04-01 11:06:00,1.2
354,2020-04-01 16:49:00,0.8
355,2020-04-01 23:06:00,1.3
356,2020-04-02 05:53:00,0.6
357,2020-04-02 12:39:00,1.2
358,2020-04-02 18:36:00,1.2464746144111092
359,2020-04-03 00:40:00,1.3
360,2020-04-03 07:19:00,0.5
361,2020-04-03 13:59:00,1.3
362,2020-04-03 20:04:00,0.7
363,2020-04-04 02:03:00,1.3
364,2020-04-04 08:27:00,0.4
365,2020-04-04 15:00:00,1.5
366,2020-04-04 21:07:00,0.8638162561468032
367,2020-04-05 03:07:00,0.9738836041813766
368,2020-04-05 09:22:00,0.7801952712764851
369,2020-04-05 15:49:00,1.0395043367403072
370,2020-04-05 21:58:00,0.4
371,2020-04-06 04:01:00,1.5
372,2020-04-06 10:09:00,0.2
373,2020-04-06 16:34:00,1.7
374,2020-04-06 22:43:00,0.3
375,2020-04-07 04:50:00,1.6
376,2020-04-07 10:53:00,0.7491004656529052
377,2020-04-07 17:16:00,1.8
378,2020-04-07 23:25:00,0.2
379,2020-04-08 05:35:00,1.2149373767477543
380,2020-04-08 11:35:00,0.2
381,2020-04-08 17:57:00,1.8
382,2020-04-09 00:07:00,0.2
383,2020-04-09 06:20:00,1.6
384,2020-04-09 12:16:00,0.2
385,2020-04-09 18:37:00,1.2464746144111092
386,2020-04-10 00:49:00,0.6980462233759559
387,2020-04-10 07:05:00,1.1751369040181736
388,2020-04-10 12:58:00,0.3
389,2020-04-10 19:18:00,1.7
390,2020-04-11 01:31:00,0.2
391,2020-04-11 07:51:00,1.5
392,2020-04-11 13:40:00,0.6774581493966045
393,2020-04-11 19:59:00,1.6
394,2020-04-12 02:15:00,0.3
395,2020-04-12 08:40:00,1.4
396,2020-04-12 14:25:00,0.5
397,2020-04-12 20:42:00,1.5
398,2020-04-13 03:02:00,0.4
399,2020-04-13 09:37:00,1.3
400,2020-04-13 15:16:00,0.7
401,2020-04-13 21:31:00,1.3
402,2020-04-14 03:57:00,0.5
403,2020-04-14 10:46:00,1.2
404,2020-04-14 16:24:00,0.8
405,2020-04-14 22:34:00,1.2
406,2020-04-15 05:09:00,0.6
407,2020-04-15 12:14:00,1.2
408,2020-04-15 18:06:00,0.8
409,2020-04-16 00:01:00,1.1
410,2020-04-16 06:36:00,0.6
411,2020-04-16 13:39:00,1.2
412,2020-04-16 19:48:00,0.8
413,2020-04-17 01:31:00,0.7386694064761279
414,2020-04-17 07:51:00,0.6
415,2020-04-17 14:41:00,1.3
416,2020-04-17 20:50:00,0.7
417,2020-04-18 02:38:00,1.2
418,2020-04-18 08:44:00,0.5
419,2020-04-18 15:24:00,1.4
420,2020-04-18 21:31:00,0.6
421,2020-04-19 03:27:00,1.2
422,2020-04-19 09:25:00,0.7801952712764851
423,2020-04-19 15:58:00,1.0395043367403072
424,2020-04-19 22:04:00,0.5
425,2020-04-20 04:05:00,1.3
426,2020-04-20 10:01:00,0.7254129901334107
427,2020-04-20 16:26:00,1.5
428,2020-04-20 22:34:00,0.5
429,2020-04-21 04:39:00,1.4
430,2020-04-21 10:32:00,0.4
431,2020-04-21 16:53:00,1.5
432,2020-04-21 23:03:00,0.4
433,2020-04-22 05:11:00,1.4
434,2020-04-22 11:03:00,0.4
435,2020-04-22 17:19:00,1.5
436,2020-04-22 23:32:00,0.3
437,2020-04-23 05:41:00,1.4
438,2020-04-23 11:33:00,0.4
439,2020-04-23 17:45:00,1.6
440,2020-04-24 00:01:00,0.3
441,2020-04-24 06:13:00,1.4
442,2020-04-24 12:02:00,0.671452993205373
443,2020-04-24 18:12:00,1.6
444,2020-04-25 00:32:00,0.3
445,2020-04-25 06:45:00,1.4
446,2020-04-25 12:33:00,0.6522945259456893
447,2020-04-25 18:41:00,1.5
448,2020-04-26 01:03:00,0.7099909852334008
449,2020-04-26 07:19:00,1.1464584827754465
450,2020-04-26 13:05:00,0.5
451,2020-04-26 19:12:00,1.1952025460693896
452,2020-04-27 01:37:00,0.7069827350512204
453,2020-04-27 07:58:00,1.4
454,2020-04-27 13:42:00,0.6649299452313809
455,2020-04-27 19:48:00,1.1921942958872092
456,2020-04-28 02:16:00,0.4
457,2020-04-28 08:44:00,1.3
458,2020-04-28 14:26:00,0.8111790057082586
459,2020-04-28 20:32:00,1.4
460,2020-04-29 03:04:00,0.983395563906168
461,2020-04-29 09:42:00,0.7897072310012765
462,2020-04-29 15:25:00,0.7
463,2020-04-29 21:29:00,1.3
464,2020-04-30 04:04:00,1.1503441641557406
465,2020-04-30 10:55:00,0.7650159639648102
466,2020-04-30 16:47:00,0.7
467,2020-04-30 22:47:00,1.2
468,2020-05-01 05:20:00,0.5
469,2020-05-01 12:15:00,0.6089652294921215
470,2020-05-01 18:25:00,0.7
471,2020-05-02 00:18:00,0.6300703895713207
472,2020-05-02 06:42:00,0.5
473,2020-05-02 13:28:00,0.628640782851653
474,2020-05-02 19:46:00,0.6
475,2020-05-03 01:40:00,1.3
476,2020-05-03 07:52:00,0.4
477,2020-05-03 14:28:00,0.7416824138259928
478,2020-05-03 20:47:00,0.9903549413254032
479,2020-05-04 02:46:00,1.3
480,2020-05-04 08:50:00,0.3
481,2020-05-04 15:18:00,0.9876787200131754
482,2020-05-04 21:37:00,0.3
483,2020-05-05 03:43:00,1.4
484,2020-05-05 09:40:00,0.3
485,2020-05-05 16:04:00,1.7
486,2020-05-05 22:22:00,0.2
487,2020-05-06 04:33:00,1.5
488,2020-05-06 10:27:00,0.3
489,2020-05-06 16:48:00,1.7
490,2020-05-06 23:05:00,0.1
491,2020-05-07 05:20:00,1.5
492,2020-05-07 11:11:00,0.3
493,2020-05-07 17:29:00,1.7
494,2020-05-07 23:47:00,0.6587196354700084
495,2020-05-08 06:06:00,1.6
496,2020-05-08 11:54:00,0.3
497,2020-05-08 18:10:00,1.7
498,2020-05-09 00:28:00,0.1
499,2020-05-09 06:52:00,1.5
500,2020-05-09 12:37:00,0.4
501,2020-05-09 18:50:00,1.190986855908863
502,2020-05-10 01:09:00,0.2
503,2020-05-10 07:38:00,1.5
504,2020-05-10 13:20:00,0.5
505,2020-05-10 19:31:00,1.146385179524438
506,2020-05-11 01:51:00,0.6581653685062689
507,2020-05-11 08:28:00,1.4
508,2020-05-11 14:07:00,0.6
509,2020-05-11 20:13:00,1.4
510,2020-05-12 02:36:00,0.3
511,2020-05-12 09:22:00,1.3
512,2020-05-12 15:00:00,0.7
513,2020-05-12 21:00:00,1.3
514,2020-05-13 03:27:00,0.9345781973612165
515,2020-05-13 10:25:00,1.3
516,2020-05-13 16:06:00,0.8
517,2020-05-13 21:58:00,1.2
518,2020-05-14 04:26:00,0.5
519,2020-05-14 11:36:00,1.2
520,2020-05-14 17:35:00,0.8
521,2020-05-14 23:14:00,0.6587196354700084
522,2020-05-15 05:37:00,1.1852864717207383
523,2020-05-15 12:48:00,0.6226356266604215
524,2020-05-15 19:05:00,0.8
525,2020-05-16 00:39:00,0.6300703895713207
526,2020-05-16 06:49:00,0.6
527,2020-05-16 13:46:00,0.628640782851653
528,2020-05-16 20:08:00,0.7
529,2020-05-17 01:52:00,1.1
530,2020-05-17 07:49:00,0.6
531,2020-05-17 14:32:00,1.3
532,2020-05-17 20:53:00,0.6
533,2020-05-18 02:47:00,1.2
534,2020-05-18 08:37:00,0.5
535,2020-05-18 15:09:00,1.4
536,2020-05-18 21:29:00,0.5
537,2020-05-19 03:32:00,1.2
538,2020-05-19 09:17:00,0.5
539,2020-05-19 15:41:00,1.4
540,2020-05-19 22:02:00,0.7446185609255098
541,2020-05-20 04:10:00,1.3
542,2020-05-20 09:54:00,0.740889864456325
543,2020-05-20 16:11:00,1.5
544,2020-05-20 22:34:00,0.7334512953129869
545,2020-05-21 04:45:00,1.3
546,2020-05-21 10:29:00,0.5
547,2020-05-21 16:40:00,1.5
548,2020-05-21 23:05:00,0.3
549,2020-05-22 05:20:00,1.3
550,2020-05-22 11:02:00,0.5
551,2020-05-22 17:11:00,1.5
552,2020-05-22 23:37:00,0.6712077107723973
553,2020-05-23 05:54:00,1.4
554,2020-05-23 11:36:00,0.5
555,2020-05-23 17:42:00,1.5
556,2020-05-24 00:10:00,0.2
557,2020-05-24 06:30:00,1.182425722363599
558,2020-05-24 12:12:00,0.5
559,2020-05-24 18:16:00,1.1814669019258197
560,2020-05-25 00:44:00,0.2
561,2020-05-25 07:09:00,1.4
562,2020-05-25 12:50:00,0.5
563,2020-05-25 18:52:00,1.1784586517436393
564,2020-05-26 01:21:00,0.2
565,2020-05-26 07:52:00,1.4
566,2020-05-26 13:33:00,0.6
567,2020-05-26 19:34:00,1.4
568,2020-05-27 02:03:00,0.8293409990590641
569,2020-05-27 08:40:00,1.4
570,2020-05-27 14:23:00,0.6
571,2020-05-27 20:22:00,0.9998669010501946
572,2020-05-28 02:50:00,0.3
573,2020-05-28 09:37:00,0.7475682506718717
574,2020-05-28 15:25:00,0.6
575,2020-05-28 21:21:00,1.3
576,2020-05-29 03:47:00,0.4
577,2020-05-29 10:41:00,1.3
578,2020-05-29 16:42:00,0.7
579,2020-05-29 22:34:00,1.2
580,2020-05-30 04:54:00,0.4
581,2020-05-30 11:50:00,1.4
582,2020-05-30 18:07:00,1.190986855908863
583,2020-05-30 23:56:00,1.2
584,2020-05-31 06:06:00,0.4
585,2020-05-31 12:55:00,1.4
586,2020-05-31 19:22:00,0.5
587,2020-06-01 01:15:00,1.2
588,2020-06-01 07:16:00,0.4
589,2020-06-01 13:55:00,1.5
590,2020-06-01 20:24:00,0.4
591,2020-06-02 02:25:00,0.884493366847065
592,2020-06-02 08:18:00,1.0458542152841015
593,2020-06-02 14:48:00,1.6
594,2020-06-02 21:16:00,0.3
595,2020-06-03 03:24:00,1.3
596,2020-06-03 09:13:00,0.4
597,2020-06-03 15:36:00,1.6
598,2020-06-03 22:03:00,0.2
599,2020-06-04 04:18:00,1.4
600,2020-06-04 10:03:00,0.4
601,2020-06-04 16:22:00,1.6
602,2020-06-04 22:47:00,0.7841147837040118
603,2020-06-05 05:07:00,1.4
604,2020-06-05 10:50:00,0.4
605,2020-06-05 17:05:00,1.2613890082265935
606,2020-06-05 23:29:00,0.1
607,2020-06-06 05:54:00,1.5
608,2020-06-06 11:35:00,0.4
609,2020-06-06 17:47:00,1.6
610,2020-06-07 00:10:00,0.1
611,2020-06-07 06:41:00,1.5
612,2020-06-07 12:19:00,0.5
613,2020-06-07 18:28:00,1.5
614,2020-06-08 00:50:00,0.1
615,2020-06-08 07:26:00,1.4
616,2020-06-08 13:04:00,0.5
617,2020-06-08 19:08:00,1.4
618,2020-06-09 01:31:00,0.7258379462012416
619,2020-06-09 08:13:00,1.4
620,2020-06-09 13:50:00,0.6
621,2020-06-09 19:49:00,1.3
622,2020-06-10 02:12:00,0.3
623,2020-06-10 09:02:00,0.784874966631803
624,2020-06-10 14:41:00,0.7
625,2020-06-10 20:33:00,1.3
626,2020-06-11 02:57:00,0.3
627,2020-06-11 09:53:00,1.3
628,2020-06-11 15:38:00,1.0508624183111719
629,2020-06-11 21:23:00,1.2
630,2020-06-12 03:45:00,0.9977297610546303
631,2020-06-12 10:48:00,1.3
632,2020-06-12 16:46:00,1.2362095312549015
633,2020-06-12 22:22:00,1.1
634,2020-06-13 04:40:00,1.118437130120091
635,2020-06-13 11:45:00,1.3
636,2020-06-13 18:01:00,0.7
637,2020-06-13 23:34:00,1.1
638,2020-06-14 05:41:00,0.5
639,2020-06-14 12:39:00,1.3
640,2020-06-14 19:08:00,0.7
641,2020-06-15 00:49:00,1.0
642,2020-06-15 06:43:00,1.2234025743568968
643,2020-06-15 13:29:00,1.3
644,2020-06-15 20:03:00,0.6
645,2020-06-16 01:56:00,1.1
646,2020-06-16 07:40:00,1.1623054437432874
647,2020-06-16 14:12:00,1.3
648,2020-06-16 20:48:00,0.5
649,2020-06-17 02:52:00,1.1
650,2020-06-17 08:30:00,1.0346869496715787
651,2020-06-17 14:52:00,1.4
652,2020-06-17 21:28:00,0.4
653,2020-06-18 03:39:00,1.2
654,2020-06-18 09:15:00,0.6
655,2020-06-18 15:29:00,1.4
656,2020-06-18 22:04:00,0.7841147837040118
657,2020-06-19 04:20:00,1.2
658,2020-06-19 09:56:00,0.5
659,2020-06-19 16:06:00,1.5
660,2020-06-19 22:40:00,0.7966028590064007
661,2020-06-20 05:00:00,1.3
662,2020-06-20 10:37:00,0.5
663,2020-06-20 16:43:00,1.5
664,2020-06-20 23:16:00,0.2
665,2020-06-21 05:39:00,1.3
666,2020-06-21 11:17:00,0.5
667,2020-06-21 17:21:00,1.5
668,2020-06-21 23:52:00,0.6865143917051484
669,2020-06-22 06:18:00,1.4
670,2020-06-22 11:58:00,0.5
671,2020-06-22 18:00:00,1.5
672,2020-06-23 00:30:00,0.6852147631010697
673,2020-06-23 07:00:00,1.4
674,2020-06-23 12:42:00,0.5
675,2020-06-23 18:42:00,1.246131229438612
676,2020-06-24 01:09:00,0.2
677,2020-06-24 07:44:00,1.4
678,2020-06-24 13:29:00,0.5
679,2020-06-24 19:27:00,1.1998822414247075
680,2020-06-25 01:52:00,0.7213490668042655
681,2020-06-25 08:32:00,1.4
682,2020-06-25 14:20:00,0.5
683,2020-06-25 20:17:00,1.4
684,2020-06-26 02:38:00,0.8924925627524779
685,2020-06-26 09:23:00,1.4
686,2020-06-26 15:19:00,0.6
687,2020-06-26 21:14:00,0.8781424590370135
688,2020-06-27 03:29:00,0.3
689,2020-06-27 10:20:00,0.7331089299291609
690,2020-06-27 16:26:00,0.6
691,2020-06-27 22:19:00,0.777444391746717
